1,4.21,2.98,8.117727,Walking
2,4.29,3.02,8.158588,Walking
3,4.29,2.83,8.076866,Walking
4,4.25,2.87,8.158588,Walking
5,4.25,2.87,8.117727,Walking
6,4.33,2.96,8.158588,Walking
7,4.29,2.91,8.158588,Walking
8,4.25,2.91,8.158588,Walking
9,4.29,2.91,8.19945,Walking
10,4.25,2.87,8.19945,Walking
11,4.33,2.91,8.19945,Walking
12,4.29,2.91,8.19945,Walking
13,4.29,2.76,8.049625,Walking
14,4.18,2.91,8.19945,Walking
15,4.18,2.91,8.158588,Walking
16,4.29,2.96,8.117727,Walking
17,4.37,2.87,8.049625,Walking
18,4.33,3.06,8.049625,Walking
19,4.25,3.11,8.19945,Walking
20,4.33,2.91,8.117727,Walking
21,4.37,3.02,8.117727,Walking
22,4.33,3.02,8.19945,Walking
23,4.33,2.96,8.076866,Walking
24,4.44,2.98,8.076866,Walking
25,4.4,2.91,8.076866,Walking
26,4.25,2.91,8.117727,Walking
27,4.25,2.98,8.117727,Walking
28,4.33,2.83,8.008764,Walking
29,4.29,3.02,8.076866,Walking
30,4.21,3.15,8.158588,Walking
31,4.25,3.15,8.117727,Walking
32,4.37,3.02,8.076866,Walking
33,4.33,2.98,8.158588,Walking
34,4.25,3.02,8.117727,Walking
35,4.25,3.06,8.076866,Walking
36,4.37,3.11,8.076866,Walking
37,4.29,3.11,8.049625,Walking
38,4.25,3.06,8.117727,Walking
39,4.21,2.98,8.076866,Walking
40,4.29,3.11,8.076866,Walking
41,4.25,3.11,8.049625,Walking
42,4.29,3.15,8.117727,Walking
43,4.29,3.11,8.076866,Walking
44,4.25,2.87,8.049625,Walking
45,4.25,3.06,8.158588,Walking
46,4.33,3.17,8.076866,Walking
47,4.21,3.17,8.158588,Walking
48,4.21,3.02,8.117727,Walking
49,4.4,2.72,8.117727,Walking
50,4.37,2.98,8.076866,Walking
51,4.18,3.11,8.117727,Walking
52,4.14,3.15,8.117727,Walking
53,4.29,3.06,8.008764,Walking
54,4.44,3.06,8.076866,Walking
55,4.37,3.11,8.049625,Walking
56,4.33,2.91,8.049625,Walking
57,4.25,2.98,8.049625,Walking
58,4.29,3.17,8.049625,Walking
59,4.29,3.11,8.049625,Walking
60,4.33,2.96,8.076866,Walking
61,4.25,3.06,8.158588,Walking
62,4.37,3.11,8.008764,Walking
63,4.4,3.06,8.008764,Walking
64,4.37,3.06,8.076866,Walking
65,4.33,3.11,8.049625,Walking
66,4.33,3.11,8.008764,Walking
67,4.33,3.06,8.049625,Walking
68,4.29,3.02,8.008764,Walking
69,4.29,3.02,8.117727,Walking
70,4.29,3.02,8.076866,Walking
71,4.29,3.11,8.076866,Walking
72,4.37,3.06,8.049625,Walking
73,4.33,3.11,8.049625,Walking
74,4.25,3.06,8.076866,Walking
75,4.29,3.06,8.049625,Walking
76,4.33,3.02,8.049625,Walking
77,4.25,3.02,8.049625,Walking
78,4.25,3.06,8.076866,Walking
79,4.25,2.96,8.049625,Walking
80,4.29,3.02,8.076866,Walking
81,4.25,3.06,8.117727,Walking
82,4.29,3.02,8.117727,Walking
83,4.21,3.02,8.076866,Walking
84,4.21,3.02,8.158588,Walking
85,4.21,2.98,8.19945,Walking
86,4.21,2.98,8.117727,Walking
87,4.25,3.06,8.076866,Walking
88,4.21,3.06,8.117727,Walking
89,4.18,3.02,8.117727,Walking
90,4.21,3.02,8.117727,Walking
91,4.21,3.02,8.076866,Walking
92,4.25,3.02,8.19945,Walking
93,4.14,2.98,8.19945,Walking
94,4.14,2.98,8.158588,Walking
95,4.18,2.98,8.076866,Walking
96,4.18,3.02,8.117727,Walking
97,4.14,3.02,8.117727,Walking
98,4.18,3.02,8.076866,Walking
99,4.29,2.96,8.19945,Walking
100,4.18,3.02,8.117727,Walking
101,4.25,2.98,8.117727,Walking
102,4.14,2.96,8.19945,Walking
103,4.14,2.96,8.158588,Walking
104,4.1,3.02,8.049625,Walking
105,4.4,3.11,7.9679036,Walking
106,3.99,3.26,8.499097,Walking
107,4.29,2.98,8.117727,Walking
108,3.79,2.34,8.117727,Walking
109,4.25,3.15,8.281172,Walking
110,4.33,2.96,8.008764,Walking
111,4.21,3.06,8.117727,Walking
112,4.21,2.91,8.117727,Walking
113,4.29,2.98,8.240311,Walking
114,4.25,3.17,8.158588,Walking
115,4.14,3.11,8.19945,Walking
116,4.1,3.06,8.158588,Walking
117,4.1,2.96,8.240311,Walking
118,4.14,2.96,8.240311,Walking
119,4.14,2.98,8.19945,Walking
120,4.18,3.02,8.19945,Walking
121,4.18,3.02,8.117727,Walking
122,4.14,2.98,8.117727,Walking
123,4.06,3.02,8.117727,Walking
124,4.14,3.02,8.117727,Walking
125,4.18,2.98,8.158588,Walking
126,4.21,2.98,8.158588,Walking
127,4.14,3.02,8.117727,Walking
128,4.1,3.06,8.19945,Walking
129,4.14,3.06,8.158588,Walking
130,4.1,2.98,8.158588,Walking
131,4.14,3.06,8.158588,Walking
132,4.1,3.02,8.158588,Walking
133,4.18,3.02,8.19945,Walking
134,4.14,3.02,8.19945,Walking
135,4.14,3.02,8.158588,Walking
136,4.14,3.06,8.19945,Walking
137,4.14,3.02,8.158588,Walking
138,4.14,3.02,8.19945,Walking
139,4.14,2.98,8.117727,Walking
140,4.18,3.02,8.117727,Walking
141,4.14,3.02,8.158588,Walking
142,4.18,3.02,8.19945,Walking
143,4.18,3.02,8.158588,Walking
144,4.14,2.98,8.158588,Walking
145,4.14,3.02,8.158588,Walking
146,4.1,3.06,8.158588,Walking
147,4.18,3.02,8.19945,Walking
148,4.14,3.02,8.158588,Walking
149,4.14,2.98,8.158588,Walking
150,4.18,3.02,8.158588,Walking
151,4.14,3.02,8.158588,Walking
152,4.14,2.98,8.240311,Walking
153,4.1,3.02,8.158588,Walking
154,4.14,2.98,8.19945,Walking
155,4.14,2.98,8.158588,Walking
156,4.18,3.06,8.158588,Walking
157,4.14,2.98,8.158588,Walking
158,4.14,3.02,8.19945,Walking
159,4.1,3.02,8.158588,Walking
160,4.1,3.02,8.117727,Walking
161,4.14,3.02,8.19945,Walking
162,4.14,2.98,8.19945,Walking
163,4.14,3.02,8.19945,Walking
164,4.14,2.98,8.19945,Walking
165,4.1,2.98,8.19945,Walking
166,4.1,3.02,8.240311,Walking
167,4.06,2.96,8.19945,Walking
168,4.14,2.98,8.158588,Walking
169,4.14,3.02,8.19945,Walking
170,4.14,3.02,8.158588,Walking
171,4.14,3.02,8.117727,Walking
172,4.1,3.02,8.158588,Walking
173,4.14,3.02,8.158588,Walking
174,4.14,3.06,8.158588,Walking
175,4.1,3.06,8.19945,Walking
176,4.1,3.02,8.117727,Walking
177,4.14,3.02,8.158588,Walking
178,4.14,3.02,8.117727,Walking
179,4.1,3.02,8.117727,Walking
180,4.14,3.02,8.158588,Walking
181,4.1,2.96,8.19945,Walking
182,4.14,2.98,8.19945,Walking
183,4.14,3.02,8.158588,Walking
184,4.1,2.98,8.19945,Walking
185,4.14,3.02,8.19945,Walking
186,4.1,3.02,8.19945,Walking
187,4.1,3.02,8.117727,Walking
188,4.1,3.02,8.158588,Walking
189,4.1,2.98,8.19945,Walking
190,4.14,3.02,8.240311,Walking
191,4.06,2.98,8.19945,Walking
192,4.1,2.98,8.240311,Walking
193,4.06,2.98,8.19945,Walking
194,4.1,3.02,8.240311,Walking
195,4.1,2.98,8.117727,Walking
196,4.1,2.98,8.19945,Walking
197,4.1,3.02,8.158588,Walking
198,4.1,3.02,8.19945,Walking
199,4.14,2.98,8.19945,Walking
200,4.1,2.98,8.117727,Walking
201,4.14,3.02,8.158588,Walking
202,4.1,3.02,8.19945,Walking
203,4.1,2.98,8.19945,Walking
204,4.14,3.02,8.19945,Walking
205,4.1,2.98,8.158588,Walking
206,4.14,2.98,8.240311,Walking
207,4.02,2.98,8.240311,Walking
208,4.1,3.02,8.19945,Walking
209,4.14,3.02,8.19945,Walking
210,4.1,3.02,8.158588,Walking
211,4.1,3.02,8.19945,Walking
212,4.02,3.02,8.158588,Walking
213,4.14,3.02,8.117727,Walking
214,4.14,3.02,8.158588,Walking
215,4.14,3.02,8.19945,Walking
216,4.14,2.98,8.158588,Walking
217,4.14,3.02,8.19945,Walking
218,4.14,2.98,8.158588,Walking
219,4.1,3.02,8.158588,Walking
220,4.1,2.98,8.240311,Walking
221,4.1,2.98,8.19945,Walking
222,4.1,3.02,8.19945,Walking
223,4.1,2.98,8.19945,Walking
224,4.1,3.02,8.158588,Walking
225,4.14,2.98,8.158588,Walking
226,4.14,3.02,8.19945,Walking
227,4.1,3.02,8.117727,Walking
228,4.14,3.02,8.117727,Walking
229,4.14,3.02,8.158588,Walking
230,4.1,3.02,8.158588,Walking
231,4.1,3.02,8.117727,Walking
232,4.14,3.02,8.19945,Walking
233,4.1,3.06,8.117727,Walking
234,4.14,3.02,8.117727,Walking
235,4.14,3.02,8.076866,Walking
236,4.18,3.02,8.158588,Walking
237,4.1,2.98,8.117727,Walking
238,4.1,3.02,8.158588,Walking
239,4.1,2.98,8.158588,Walking
240,4.1,3.02,8.19945,Walking
241,4.06,3.02,8.158588,Standing
242,4.02,3.02,8.158588,Standing
243,4.1,2.98,8.158588,Standing
244,4.02,3.02,8.117727,Standing
245,4.14,3.02,8.19945,Standing
246,4.06,2.98,8.117727,Standing
247,4.02,3.02,8.19945,Standing
248,4.1,3.02,8.19945,Standing
249,4.06,3.02,8.158588,Standing
250,4.1,2.98,8.19945,Standing
251,4.06,3.02,8.117727,Standing
252,4.1,2.98,8.076866,Standing
253,4.06,3.06,8.19945,Standing
254,4.06,3.02,8.076866,Standing
255,4.1,2.98,8.117727,Standing
256,4.1,2.98,8.158588,Standing
257,4.06,3.06,8.158588,Standing
